productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,2,M0E20000000EE5I,EUR 18500;EUR 12131 b2b;US-USD 18500;USD 12131 b2b;DE-EUR 14800;IT-EUR 14800;GB-EUR 14800;DE-EUR 14060#sunrise-store-berlin;EUR 18315#sunrise-store-vienna;DE-EUR 15688#sunrise-store-munich;DE-EUR 15244#sunrise-store-cologne;DE-EUR 16132#sunrise-store-hamburg;US-USD 14060#sunrise-store-boston-2;USD 18315#sunrise-store-chicago;US-USD 15688#sunrise-store-boston-1;US-USD 15244#sunrise-store-sanfrancisco;US-USD 16132#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/oddlaug-sound-absorbing-panel-gray__0737048_pe740868_s5.jpg?f=xxs,ODDLAUG,"Ear-relief for open spaces in the home, where there�s lots of activity. This panel absorbs annoying sounds from chitter-chatter, the clattering of pots and pans in the kitchen or the action picture on TV.",,,,,ODDLAUG,"Ear-relief for open spaces in the home, where there�s lots of activity. This panel absorbs annoying sounds from chitter-chatter, the clattering of pots and pans in the kitchen or the action picture on TV.",,,,,ODDLAUG,"Ear-relief for open spaces in the home, where there�s lots of activity. This panel absorbs annoying sounds from chitter-chatter, the clattering of pots and pans in the kitchen or the action picture on TV.",,,,,,WPT492 T225 B044 0880 001,81338,M0E20000000EE5I,81338,cycle,yes,,xxxl,38,blue,dark blue,,dunkelblau,,,,sporty,women,s15,,,,
,3,M0E20000000EE5J,EUR 18500;EUR 12131 b2b;US-USD 18500;USD 12131 b2b;DE-EUR 14800;IT-EUR 14800;GB-EUR 14800;DE-EUR 14948#sunrise-store-berlin;EUR 16650#sunrise-store-vienna;DE-EUR 13616#sunrise-store-munich;DE-EUR 13764#sunrise-store-cologne;DE-EUR 13912#sunrise-store-hamburg;US-USD 14948#sunrise-store-boston-2;USD 16650#sunrise-store-chicago;US-USD 13616#sunrise-store-boston-1;US-USD 13764#sunrise-store-sanfrancisco;US-USD 13912#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/frakta-storage-bag-for-cart-blue__0711261_pe728099_s5.jpg?f=xxs,FRAKTA,"After 30 years in our range, it�s one of the most hardworking bags in the world. It�s big and strong and carries most things. Be it shopping, doing laundry or going to the beach, it goes wherever you go.",,,,,FRAKTA,"After 30 years in our range, it�s one of the most hardworking bags in the world. It�s big and strong and carries most things. Be it shopping, doing laundry or going to the beach, it goes wherever you go.",,,,,FRAKTA,"After 30 years in our range, it�s one of the most hardworking bags in the world. It�s big and strong and carries most things. Be it shopping, doing laundry or going to the beach, it goes wherever you go.",,,,,,WPT492 T225 B044 0880 001,81338,M0E20000000EE5J,81338,cycle,yes,,xxxl,40,blue,dark blue,,dunkelblau,,,,sporty,women,s15,,,,
,4,M0E20000000EE5K,EUR 18500;EUR 12131 b2b;US-USD 18500;USD 12131 b2b;DE-EUR 14800;IT-EUR 14800;GB-EUR 14800;DE-EUR 13616#sunrise-store-berlin;EUR 17760#sunrise-store-vienna;DE-EUR 13764#sunrise-store-munich;DE-EUR 14800#sunrise-store-cologne;DE-EUR 14060#sunrise-store-hamburg;US-USD 13616#sunrise-store-boston-2;USD 17760#sunrise-store-chicago;US-USD 13764#sunrise-store-boston-1;US-USD 14800#sunrise-store-sanfrancisco;US-USD 14060#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/patrull-door-stop-white__0710894_pe727826_s5.jpg?f=xxs,PATRULL,"Made with the safety of children in mind, but also to be loved by adults. These door stops keep the door open, which reduces the risk of fingers getting caught in the door.",,,,,PATRULL,"Made with the safety of children in mind, but also to be loved by adults. These door stops keep the door open, which reduces the risk of fingers getting caught in the door.",,,,,PATRULL,"Made with the safety of children in mind, but also to be loved by adults. These door stops keep the door open, which reduces the risk of fingers getting caught in the door.",,,,,,WPT492 T225 B044 0880 001,81338,M0E20000000EE5K,81338,cycle,yes,,xxxl,42,blue,dark blue,,dunkelblau,,,,sporty,women,s15,,,,
,5,A0E2000000027DV,EUR 11875;EUR 7787 b2b;US-USD 11875;USD 7787 b2b;DE-EUR 9500;IT-EUR 9500;GB-EUR 9500;DE-EUR 9880#sunrise-store-berlin;EUR 12112#sunrise-store-vienna;DE-EUR 10260#sunrise-store-munich;DE-EUR 9405#sunrise-store-cologne;DE-EUR 8740#sunrise-store-hamburg;US-USD 9880#sunrise-store-boston-2;USD 12112#sunrise-store-chicago;US-USD 10260#sunrise-store-boston-1;US-USD 9405#sunrise-store-sanfrancisco;US-USD 8740#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/askholmen-plant-stand-light-brown-stained__0237654_pe376921_s5.jpg?f=xxs,ASKHOLMEN,"Plant stand or shelving unit which is perfect in a corner of your balcony. It has three shelves for home-grown herbs and vegetables � or sunglasses, books and other important things for relaxing outdoors!",,,,,ASKHOLMEN,"Plant stand or shelving unit which is perfect in a corner of your balcony. It has three shelves for home-grown herbs and vegetables � or sunglasses, books and other important things for relaxing outdoors!",,,,,ASKHOLMEN,"Plant stand or shelving unit which is perfect in a corner of your balcony. It has three shelves for home-grown herbs and vegetables � or sunglasses, books and other important things for relaxing outdoors!",,,,,,BS1900 GOLD NERO,82612,A0E2000000027DV,82612,gum,yes,,oneSize,one size,black,black,,schwarz,,,,sporty,women,s15,TRUE,,,
,6,M0E20000000EAT6,EUR 23125;EUR 15164 b2b;US-USD 23125;USD 15164 b2b;DE-EUR 18500;IT-EUR 18500;GB-EUR 18500;DE-EUR 17205#sunrise-store-berlin;EUR 23819#sunrise-store-vienna;DE-EUR 19055#sunrise-store-munich;DE-EUR 19610#sunrise-store-cologne;DE-EUR 18130#sunrise-store-hamburg;US-USD 17205#sunrise-store-boston-2;USD 23819#sunrise-store-chicago;US-USD 19055#sunrise-store-boston-1;US-USD 19610#sunrise-store-sanfrancisco;US-USD 18130#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/strelitzia-potted-plant-white-bird-of-paradise__0540821_pe653241_s5.jpg?f=xxs,STRELITZIA,Decorate your home with plants combined with a plant pot to suit your style.,,,,,STRELITZIA,Decorate your home with plants combined with a plant pot to suit your style.,,,,,STRELITZIA,Decorate your home with plants combined with a plant pot to suit your style.,,,,,,B071 T403 8947,80831,M0E20000000EAT6,80831,paolopecora,yes,,xxs,XXS,grey,light grey,,hellgrau,,,,sporty,men,s15,,,,
,7,M0E20000000EAT7,EUR 23125;EUR 15164 b2b;US-USD 23125;USD 15164 b2b;DE-EUR 18500;IT-EUR 18500;GB-EUR 18500;DE-EUR 18500#sunrise-store-berlin;EUR 24281#sunrise-store-vienna;DE-EUR 20350#sunrise-store-munich;DE-EUR 19980#sunrise-store-cologne;DE-EUR 19240#sunrise-store-hamburg;US-USD 18500#sunrise-store-boston-2;USD 24281#sunrise-store-chicago;US-USD 20350#sunrise-store-boston-1;US-USD 19980#sunrise-store-sanfrancisco;US-USD 19240#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/satsumas-plant-stand-bamboo-white__0635815_pe697397_s5.jpg?f=xxs,SATSUMAS,"Take your plants to new heights. SATSUMAS plant stand has shelves at different levels, so you can put your pots on display and make the room dynamic. Or use it as a side table for a coffee cup and book.",,,,,SATSUMAS,"Take your plants to new heights. SATSUMAS plant stand has shelves at different levels, so you can put your pots on display and make the room dynamic. Or use it as a side table for a coffee cup and book.",,,,,SATSUMAS,"Take your plants to new heights. SATSUMAS plant stand has shelves at different levels, so you can put your pots on display and make the room dynamic. Or use it as a side table for a coffee cup and book.",,,,,,B071 T403 8947,80831,M0E20000000EAT7,80831,paolopecora,yes,,xs,XS,grey,light grey,,hellgrau,,,,sporty,men,s15,,,,
,8,M0E20000000EAT8,EUR 23125;EUR 15164 b2b;US-USD 23125;USD 15164 b2b;DE-EUR 18500;IT-EUR 18500;GB-EUR 18500;DE-EUR 18685#sunrise-store-berlin;EUR 20812#sunrise-store-vienna;DE-EUR 18500#sunrise-store-munich;DE-EUR 17205#sunrise-store-cologne;DE-EUR 17575#sunrise-store-hamburg;US-USD 18685#sunrise-store-boston-2;USD 20812#sunrise-store-chicago;US-USD 18500#sunrise-store-boston-1;US-USD 17205#sunrise-store-sanfrancisco;US-USD 17575#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/vattenkrasse-watering-can-ivory-gold__0614222_pe686847_s5.jpg?f=xxs,VATTENKRASSE,The idea with this watering can is that it looks so good that you happily leave it out on display when not using it. Then it�s always close at hand � and makes it easy to remember to water your plants!,,,,,VATTENKRASSE,The idea with this watering can is that it looks so good that you happily leave it out on display when not using it. Then it�s always close at hand � and makes it easy to remember to water your plants!,,,,,VATTENKRASSE,The idea with this watering can is that it looks so good that you happily leave it out on display when not using it. Then it�s always close at hand � and makes it easy to remember to water your plants!,,,,,,B071 T403 8947,80831,M0E20000000EAT8,80831,paolopecora,yes,,s,S,grey,light grey,,hellgrau,,,,sporty,men,s15,TRUE,,,
,9,M0E20000000EAT9,EUR 23125;EUR 15164 b2b;US-USD 23125;USD 15164 b2b;DE-EUR 18500;IT-EUR 18500;GB-EUR 18500;DE-EUR 19980#sunrise-store-berlin;EUR 23588#sunrise-store-vienna;DE-EUR 19795#sunrise-store-munich;DE-EUR 19425#sunrise-store-cologne;DE-EUR 18870#sunrise-store-hamburg;US-USD 19980#sunrise-store-boston-2;USD 23588#sunrise-store-chicago;US-USD 19795#sunrise-store-boston-1;US-USD 19425#sunrise-store-sanfrancisco;US-USD 18870#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/odla-growing-media-clay-pellets__0637562_pe698398_s5.jpg?f=xxs,ODLA,"Clay pebbles help you to take care of your potted plants in the best way. They can improve the drainage and soil, fill out a large pot with a small plant � or make artificial plants look more real.",,,,,ODLA,"Clay pebbles help you to take care of your potted plants in the best way. They can improve the drainage and soil, fill out a large pot with a small plant � or make artificial plants look more real.",,,,,ODLA,"Clay pebbles help you to take care of your potted plants in the best way. They can improve the drainage and soil, fill out a large pot with a small plant � or make artificial plants look more real.",,,,,,B071 T403 8947,80831,M0E20000000EAT9,80831,paolopecora,yes,,m,M,grey,light grey,,hellgrau,,,,sporty,men,s15,TRUE,,,
,10,M0E20000000EATA,EUR 23125;EUR 15164 b2b;US-USD 23125;USD 15164 b2b;DE-EUR 18500;IT-EUR 18500;GB-EUR 18500;DE-EUR 17945#sunrise-store-berlin;EUR 21275#sunrise-store-vienna;DE-EUR 17945#sunrise-store-munich;DE-EUR 17575#sunrise-store-cologne;DE-EUR 16835#sunrise-store-hamburg;US-USD 17945#sunrise-store-boston-2;USD 21275#sunrise-store-chicago;US-USD 17945#sunrise-store-boston-1;US-USD 17575#sunrise-store-sanfrancisco;US-USD 16835#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fyrtur-blackout-roller-blind-wireless-battery-operated-gray__0595179_pe675959_s5.jpg?f=xxs,FYRTUR,"Using the included remote control, you can adjust your blinds from the comfort of your bed. The block-out fabric blocks out all light from outside � perfect for bedrooms.",,,,,FYRTUR,"Using the included remote control, you can adjust your blinds from the comfort of your bed. The block-out fabric blocks out all light from outside � perfect for bedrooms.",,,,,FYRTUR,"Using the included remote control, you can adjust your blinds from the comfort of your bed. The block-out fabric blocks out all light from outside � perfect for bedrooms.",,,,,,B071 T403 8947,80831,M0E20000000EATA,80831,paolopecora,yes,,l,L,grey,light grey,,hellgrau,,,,sporty,men,s15,TRUE,,,
,11,M0E20000000EATB,EUR 23125;EUR 15164 b2b;US-USD 23125;USD 15164 b2b;DE-EUR 18500;IT-EUR 18500;GB-EUR 18500;DE-EUR 20165#sunrise-store-berlin;EUR 22662#sunrise-store-vienna;DE-EUR 18130#sunrise-store-munich;DE-EUR 18685#sunrise-store-cologne;DE-EUR 17020#sunrise-store-hamburg;US-USD 20165#sunrise-store-boston-2;USD 22662#sunrise-store-chicago;US-USD 18130#sunrise-store-boston-1;US-USD 18685#sunrise-store-sanfrancisco;US-USD 17020#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/myrvarv-led-light-strip-flexible-dimmable__0933835_pe792233_s5.jpg?f=xxs,MYRVARV,"Be creative with your lighting. This LED strip can be used in so many ways � in drawers, behind the TV, by your favorite work of art or under your bed. The only limit is your imagination.",,,,,MYRVARV,"Be creative with your lighting. This LED strip can be used in so many ways � in drawers, behind the TV, by your favorite work of art or under your bed. The only limit is your imagination.",,,,,MYRVARV,"Be creative with your lighting. This LED strip can be used in so many ways � in drawers, behind the TV, by your favorite work of art or under your bed. The only limit is your imagination.",,,,,,B071 T403 8947,80831,M0E20000000EATB,80831,paolopecora,yes,,xl,XL,grey,light grey,,hellgrau,,,,sporty,men,s15,TRUE,,,
,12,M0E20000000EATC,EUR 23125;EUR 15164 b2b;US-USD 23125;USD 15164 b2b;DE-EUR 18500;IT-EUR 18500;GB-EUR 18500;DE-EUR 17575#sunrise-store-berlin;EUR 22894#sunrise-store-vienna;DE-EUR 19425#sunrise-store-munich;DE-EUR 19055#sunrise-store-cologne;DE-EUR 18315#sunrise-store-hamburg;US-USD 17575#sunrise-store-boston-2;USD 22894#sunrise-store-chicago;US-USD 19425#sunrise-store-boston-1;US-USD 19055#sunrise-store-sanfrancisco;US-USD 18315#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/koppla-6-outlet-power-strip-with-switch-grounded-white__0605972_pe681936_s5.jpg?f=xxs,KOPPLA,6 outlets supply electricity and the switch turns everything off so no money is wasted in standby mode. KOPPLA series supports your electrical needs and gives you power where you need it.,,,,,KOPPLA,6 outlets supply electricity and the switch turns everything off so no money is wasted in standby mode. KOPPLA series supports your electrical needs and gives you power where you need it.,,,,,KOPPLA,6 outlets supply electricity and the switch turns everything off so no money is wasted in standby mode. KOPPLA series supports your electrical needs and gives you power where you need it.,,,,,,B071 T403 8947,80831,M0E20000000EATC,80831,paolopecora,yes,,xxl,XXL,grey,light grey,,hellgrau,,,,sporty,men,s15,,,,
,13,M0E20000000EATD,EUR 23125;EUR 15164 b2b;US-USD 23125;USD 15164 b2b;DE-EUR 18500;IT-EUR 18500;GB-EUR 18500;DE-EUR 17760#sunrise-store-berlin;EUR 24512#sunrise-store-vienna;DE-EUR 17575#sunrise-store-munich;DE-EUR 20165#sunrise-store-cologne;DE-EUR 20350#sunrise-store-hamburg;US-USD 17760#sunrise-store-boston-2;USD 24512#sunrise-store-chicago;US-USD 17575#sunrise-store-boston-1;US-USD 20165#sunrise-store-sanfrancisco;US-USD 20350#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/stjaernstatus-french-door-refrigerator-stainless-steel__0841088_pe778780_s5.jpg?f=xxs,STJARNSTATUS,"A sleek look and a smart design that saves floor space. This fridge/freezer offers plenty of options to tailor the space inside for easy access and a good overview, putting an end to food waste at home.",,,,,STJARNSTATUS,"A sleek look and a smart design that saves floor space. This fridge/freezer offers plenty of options to tailor the space inside for easy access and a good overview, putting an end to food waste at home.",,,,,STJARNSTATUS,"A sleek look and a smart design that saves floor space. This fridge/freezer offers plenty of options to tailor the space inside for easy access and a good overview, putting an end to food waste at home.",,,,,,B071 T403 8947,80831,M0E20000000EATD,80831,paolopecora,yes,,xxxl,XXXL,grey,light grey,,hellgrau,,,,sporty,men,s15,,,,
,14,M0E20000000DUIR,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 25970#sunrise-store-berlin;EUR 30144#sunrise-store-vienna;DE-EUR 28620#sunrise-store-munich;DE-EUR 24910#sunrise-store-cologne;DE-EUR 29150#sunrise-store-hamburg;US-USD 25970#sunrise-store-boston-2;USD 30144#sunrise-store-chicago;US-USD 28620#sunrise-store-boston-1;US-USD 24910#sunrise-store-sanfrancisco;US-USD 29150#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/moejlighet-headset-and-tablet-stand-white__0958858_pe805501_s5.jpg?f=xxs,MOJLIGHET,"This stand makes it easier to keep headphones and tablets or mobile phones organized. Small, lightweight and easy to move from the desk to the bedside table after finishing homework.",,,,,MOJLIGHET,"This stand makes it easier to keep headphones and tablets or mobile phones organized. Small, lightweight and easy to move from the desk to the bedside table after finishing homework.",,,,,MOJLIGHET,"This stand makes it easier to keep headphones and tablets or mobile phones organized. Small, lightweight and easy to move from the desk to the bedside table after finishing homework.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUIR,78893,jacobcohen,yes,,xs,24,green,green,,gr�n,,,,sporty,men,s15,,,,
,15,M0E20000000DUIS,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 27560#sunrise-store-berlin;EUR 30475#sunrise-store-vienna;DE-EUR 24645#sunrise-store-munich;DE-EUR 25440#sunrise-store-cologne;DE-EUR 25175#sunrise-store-hamburg;US-USD 27560#sunrise-store-boston-2;USD 30475#sunrise-store-chicago;US-USD 24645#sunrise-store-boston-1;US-USD 25440#sunrise-store-sanfrancisco;US-USD 25175#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/symfonisk-wifi-bookshelf-speaker-black__0707117_pe726114_s5.jpg?f=xxs,SYMFONISK,"Place the speaker horizontally or vertically, or mount it on the wall to use as a practical shelf. Also helps you to use your space optimally, while providing a rich sound that fills the entire room.",,,,,SYMFONISK,"Place the speaker horizontally or vertically, or mount it on the wall to use as a practical shelf. Also helps you to use your space optimally, while providing a rich sound that fills the entire room.",,,,,SYMFONISK,"Place the speaker horizontally or vertically, or mount it on the wall to use as a practical shelf. Also helps you to use your space optimally, while providing a rich sound that fills the entire room.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUIS,78893,jacobcohen,yes,,xs,25,green,green,,gr�n,,,,sporty,men,s15,,,,
,16,M0E20000000DUIT,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 27825#sunrise-store-berlin;EUR 32794#sunrise-store-vienna;DE-EUR 27825#sunrise-store-munich;DE-EUR 27030#sunrise-store-cologne;DE-EUR 28355#sunrise-store-hamburg;US-USD 27825#sunrise-store-boston-2;USD 32794#sunrise-store-chicago;US-USD 27825#sunrise-store-boston-1;US-USD 27030#sunrise-store-sanfrancisco;US-USD 28355#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/foernuftig-air-purifier-white__0832294_pe777645_s5.jpg?f=xxs,FORNUFTIG,"You can choose to hang the air purifier on the wall or place it on the floor by using the included floor stand. Depending on your preference, F�RNUFTIG air purifier can be hung both vertically and horizontally.",,,,,FORNUFTIG,"You can choose to hang the air purifier on the wall or place it on the floor by using the included floor stand. Depending on your preference, F�RNUFTIG air purifier can be hung both vertically and horizontally.",,,,,FORNUFTIG,"You can choose to hang the air purifier on the wall or place it on the floor by using the included floor stand. Depending on your preference, F�RNUFTIG air purifier can be hung both vertically and horizontally.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUIT,78893,jacobcohen,yes,,xs,26,green,green,,gr�n,,,,sporty,men,s15,,,,
,17,M0E20000000DUIU,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 24115#sunrise-store-berlin;EUR 29812#sunrise-store-vienna;DE-EUR 24115#sunrise-store-munich;DE-EUR 24645#sunrise-store-cologne;DE-EUR 24380#sunrise-store-hamburg;US-USD 24115#sunrise-store-boston-2;USD 29812#sunrise-store-chicago;US-USD 24115#sunrise-store-boston-1;US-USD 24645#sunrise-store-sanfrancisco;US-USD 24380#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/elloven-monitor-stand-with-drawer-white__0955984_pe804426_s5.jpg?f=xxs,ELLOVEN,"Placing a monitor at the right height relieves strain on your back and shoulders. This monitor stand with storage supports productive working, studying and creating � and helps keep the desk neat and tidy.",,,,,ELLOVEN,"Placing a monitor at the right height relieves strain on your back and shoulders. This monitor stand with storage supports productive working, studying and creating � and helps keep the desk neat and tidy.",,,,,ELLOVEN,"Placing a monitor at the right height relieves strain on your back and shoulders. This monitor stand with storage supports productive working, studying and creating � and helps keep the desk neat and tidy.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUIU,78893,jacobcohen,yes,,xs,27,green,green,,gr�n,,,,sporty,men,s15,,,,
,18,M0E20000000DUIV,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 27295#sunrise-store-berlin;EUR 31800#sunrise-store-vienna;DE-EUR 24380#sunrise-store-munich;DE-EUR 26235#sunrise-store-cologne;DE-EUR 24910#sunrise-store-hamburg;US-USD 27295#sunrise-store-boston-2;USD 31800#sunrise-store-chicago;US-USD 24380#sunrise-store-boston-1;US-USD 26235#sunrise-store-sanfrancisco;US-USD 24910#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/huvudroll-plant-balls-frozen__0924503_pe788586_s5.jpg?f=xxs,HUVUDROLL,"Climate-conscious meat lover? The plant ball, made with pea protein, oats, potatoes, onion and apple, has the taste and juicy bite of the meatball � and the climate footprint is just 4% of the original.",,,,,HUVUDROLL,"Climate-conscious meat lover? The plant ball, made with pea protein, oats, potatoes, onion and apple, has the taste and juicy bite of the meatball � and the climate footprint is just 4% of the original.",,,,,HUVUDROLL,"Climate-conscious meat lover? The plant ball, made with pea protein, oats, potatoes, onion and apple, has the taste and juicy bite of the meatball � and the climate footprint is just 4% of the original.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUIV,78893,jacobcohen,yes,,xs,28,green,green,,gr�n,,,,sporty,men,s15,,,,
,19,M0E20000000DUIW,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 28885#sunrise-store-berlin;EUR 32462#sunrise-store-vienna;DE-EUR 26235#sunrise-store-munich;DE-EUR 26765#sunrise-store-cologne;DE-EUR 26500#sunrise-store-hamburg;US-USD 28885#sunrise-store-boston-2;USD 32462#sunrise-store-chicago;US-USD 26235#sunrise-store-boston-1;US-USD 26765#sunrise-store-sanfrancisco;US-USD 26500#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/dryck-flaeder-elderflower-syrup__0445069_pe595508_s5.jpg?f=xxs,DRYCK FLADER,"The elder bush bears white blossoms, suitable for making juice and jam. Mix with water (1:6) as a table drink, or use as the base in different drinks.",,,,,DRYCK FLADER,"The elder bush bears white blossoms, suitable for making juice and jam. Mix with water (1:6) as a table drink, or use as the base in different drinks.",,,,,DRYCK FLADER,"The elder bush bears white blossoms, suitable for making juice and jam. Mix with water (1:6) as a table drink, or use as the base in different drinks.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUIW,78893,jacobcohen,yes,,xs,29,green,green,,gr�n,,,,sporty,men,s15,,,,
,20,M0E20000000DUIX,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 23850#sunrise-store-berlin;EUR 34450#sunrise-store-vienna;DE-EUR 29150#sunrise-store-munich;DE-EUR 28355#sunrise-store-cologne;DE-EUR 24115#sunrise-store-hamburg;US-USD 23850#sunrise-store-boston-2;USD 34450#sunrise-store-chicago;US-USD 29150#sunrise-store-boston-1;US-USD 28355#sunrise-store-sanfrancisco;US-USD 24115#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/allemansraetten-mix-for-cream-sauce__0485995_pe621761_s5.jpg?f=xxs,ALLEMANSRATTEN,Easily prepared in minutes. Mix with water in a saucepan and heat.,,,,,ALLEMANSRATTEN,Easily prepared in minutes. Mix with water in a saucepan and heat.,,,,,ALLEMANSRATTEN,Easily prepared in minutes. Mix with water in a saucepan and heat.,,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUIX,78893,jacobcohen,yes,,s,30,green,green,,gr�n,,,,sporty,men,s15,,,,
,21,M0E20000000DUIY,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 25440#sunrise-store-berlin;EUR 31469#sunrise-store-vienna;DE-EUR 25440#sunrise-store-munich;DE-EUR 25970#sunrise-store-cologne;DE-EUR 25970#sunrise-store-hamburg;US-USD 25440#sunrise-store-boston-2;USD 31469#sunrise-store-chicago;US-USD 25440#sunrise-store-boston-1;US-USD 25970#sunrise-store-sanfrancisco;US-USD 25970#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/loerdagsgodis-sweet-jellies-raspberry-cranberry-or-forest-fruit-flavor__0638279_pe698811_s5.jpg?f=xxs,LORDAGSGODIS,"Sweet jellies with fruity flavors of raspberry, cranberry or forest fruit.",,,,,LORDAGSGODIS,"Sweet jellies with fruity flavors of raspberry, cranberry or forest fruit.",,,,,LORDAGSGODIS,"Sweet jellies with fruity flavors of raspberry, cranberry or forest fruit.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUIY,78893,jacobcohen,yes,,s,31,green,green,,gr�n,,,,sporty,men,s15,,,,
,22,M0E20000000DUIZ,EUR 33125;EUR 21721 b2b;US-USD 33125;USD 21721 b2b;DE-EUR 26500;IT-EUR 26500;GB-EUR 26500;DE-EUR 28620#sunrise-store-berlin;EUR 33788#sunrise-store-vienna;DE-EUR 25705#sunrise-store-munich;DE-EUR 27825#sunrise-store-cologne;DE-EUR 26235#sunrise-store-hamburg;US-USD 28620#sunrise-store-boston-2;USD 33788#sunrise-store-chicago;US-USD 25705#sunrise-store-boston-1;US-USD 27825#sunrise-store-sanfrancisco;US-USD 26235#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/huvudroll-meatballs-frozen__0928388_pe789834_s5.jpg?f=xxs,HUVUDROLL,"Our meatballs were launched in 1985 and are loved by people everywhere. With mashed potatoes, cream sauce and lingonberry jam, they�re as Swedish as it gets. Easy to cook and serve � a tasty IKEA icon.",,,,,HUVUDROLL,"Our meatballs were launched in 1985 and are loved by people everywhere. With mashed potatoes, cream sauce and lingonberry jam, they�re as Swedish as it gets. Easy to cook and serve � a tasty IKEA icon.",,,,,HUVUDROLL,"Our meatballs were launched in 1985 and are loved by people everywhere. With mashed potatoes, cream sauce and lingonberry jam, they�re as Swedish as it gets. Easy to cook and serve � a tasty IKEA icon.",,,,,,J622 COM VIN 8605 697 697,78893,M0E20000000DUIZ,78893,jacobcohen,yes,,m,32,green,green,,gr�n,,,,sporty,men,s15,,,,
